security-rabbitmq-3-1  | 2026-08-30 17:21:27.420209+00:00 [info] <0.209.0> Running boot step guid_generator defined by app rabbit[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:44.994726+00:00 [info] <0.1158.0> LDAP DECISION: configure permission for queue "amq.gen-aoJmKkJ04Ob2rxeHZJ_BEg" in "/" for "atlas-allowed": ok (ok)[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.105848+00:00 [info] <0.1149.0> closing AMQP connection (192.168.80.1:55862 -> 192.168.80.4:5672, vhost: '/', user: 'atlas-allowed', duration: '364ms')[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.107901+00:00 [info] <0.1168.0> accepting AMQP connection 192.168.80.1:55870 -> 192.168.80.4:5672[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.125906+00:00 [info] <0.1168.0> LDAP CHECK: login for atlas-denied[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.125989+00:00 [info] <0.1168.0>         LDAP filling DN template "cn=${username},ou=users,dc=atlas,dc=local" with[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.125989+00:00 [info] <0.1168.0>             [{username,<<"atlas-denied">>}][0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.126079+00:00 [info] <0.1168.0>         LDAP DN template result: "cn=atlas-denied,ou=users,dc=atlas,dc=local"[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.128534+00:00 [info] <0.678.0>     LDAP bind succeeded: cn=xxxx,ou=xxxx,dc=xxxx,dc=xxxx[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.128683+00:00 [info] <0.678.0>         LDAP filling DN template "cn=${username},ou=users,dc=atlas,dc=local" with[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.128683+00:00 [info] <0.678.0>             [{username,<<"atlas-denied">>}][0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129047+00:00 [info] <0.678.0>         LDAP DN template result: "cn=atlas-denied,ou=users,dc=atlas,dc=local"[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129088+00:00 [info] <0.678.0>     LDAP CHECK: does atlas-denied have tag administrator?[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129139+00:00 [info] <0.678.0>     LDAP evaluating query: {constant,false}[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129177+00:00 [info] <0.678.0>     LDAP evaluated constant: false[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129207+00:00 [info] <0.678.0>     LDAP DECISION: does atlas-denied have tag administrator? false[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129247+00:00 [info] <0.678.0>     LDAP CHECK: does atlas-denied have tag management?[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129282+00:00 [info] <0.678.0>     LDAP evaluating query: {constant,false}[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129315+00:00 [info] <0.678.0>     LDAP evaluated constant: false[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129367+00:00 [info] <0.678.0>     LDAP DECISION: does atlas-denied have tag management? false[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129399+00:00 [info] <0.678.0>     LDAP CHECK: does atlas-denied have tag policymaker?[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129441+00:00 [info] <0.678.0>     LDAP evaluating query: {constant,false}[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129468+00:00 [info] <0.678.0>     LDAP evaluated constant: false[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129485+00:00 [info] <0.678.0>     LDAP DECISION: does atlas-denied have tag policymaker? false[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129498+00:00 [info] <0.678.0>     LDAP CHECK: does atlas-denied have tag monitoring?[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129527+00:00 [info] <0.678.0>     LDAP evaluating query: {constant,false}[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129553+00:00 [info] <0.678.0>     LDAP evaluated constant: false[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129575+00:00 [info] <0.678.0>     LDAP DECISION: does atlas-denied have tag monitoring? false[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129624+00:00 [info] <0.1168.0> LDAP DECISION: login for atlas-denied: ok[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.129658+00:00 [info] <0.1168.0> User 'atlas-denied' authenticated successfully[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.140231+00:00 [info] <0.1168.0> LDAP CHECK: access to vhost "/" for "atlas-denied"[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.144931+00:00 [info] <0.678.0>     LDAP bind succeeded: cn=xxxx,ou=xxxx,dc=xxxx,dc=xxxx[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.145002+00:00 [info] <0.678.0>     LDAP evaluating query: {in_group,"cn=atlas-vhost-users,ou=groups,dc=atlas,dc=local"}[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.145118+00:00 [info] <0.678.0>     LDAP evaluating query: {in_group,"cn=atlas-vhost-users,ou=groups,dc=atlas,dc=local",[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.145118+00:00 [info] <0.678.0>                                      "member"}[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.149007+00:00 [info] <0.678.0>         LDAP filling DN template "cn=atlas-vhost-users,ou=groups,dc=atlas,dc=local" with[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.149007+00:00 [info] <0.678.0>             [{username,<<"atlas-denied">>},[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.149007+00:00 [info] <0.678.0>              {user_dn,"cn=atlas-denied,ou=users,dc=atlas,dc=local"},[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.149007+00:00 [info] <0.678.0>              {vhost,<<"/">>},[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.149007+00:00 [info] <0.678.0>              {peeraddr,{0,0,0,0,0,65535,49320,20481}}][0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.151360+00:00 [info] <0.678.0>         LDAP DN template result: "cn=atlas-vhost-users,ou=groups,dc=atlas,dc=local"[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.157957+00:00 [info] <0.678.0>     LDAP evaluated in_group for "cn=atlas-vhost-users,ou=groups,dc=atlas,dc=local": true[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.158081+00:00 [info] <0.1168.0> LDAP DECISION: access to vhost "/" for "atlas-denied": ok (ok)[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.158374+00:00 [info] <0.1168.0> connection 192.168.80.1:55870 -> 192.168.80.4:5672: user 'atlas-denied' authenticated and granted access to vhost '/'[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.178023+00:00 [info] <0.1179.0> LDAP CHECK: configure permission for queue "amq.gen-t7_VwzFIttbFGfYNeo5uPQ" in "/" for "atlas-denied"[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.180794+00:00 [info] <0.678.0>     LDAP bind succeeded: cn=xxxx,ou=xxxx,dc=xxxx,dc=xxxx[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.180929+00:00 [info] <0.678.0>     LDAP evaluating query: {in_group,"cn=atlas-resource-users,ou=groups,dc=atlas,dc=local"}[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.181081+00:00 [info] <0.678.0>     LDAP evaluating query: {in_group,"cn=atlas-resource-users,ou=groups,dc=atlas,dc=local",[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.181081+00:00 [info] <0.678.0>                                      "member"}[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.181158+00:00 [info] <0.678.0>         LDAP filling DN template "cn=atlas-resource-users,ou=groups,dc=atlas,dc=local" with[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.181158+00:00 [info] <0.678.0>             [{username,<<"atlas-denied">>},[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.181158+00:00 [info] <0.678.0>              {user_dn,"cn=atlas-denied,ou=users,dc=atlas,dc=local"},[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.181158+00:00 [info] <0.678.0>              {vhost,<<"/">>},[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.181158+00:00 [info] <0.678.0>              {resource,queue},[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.181158+00:00 [info] <0.678.0>              {name,<<"amq.gen-t7_VwzFIttbFGfYNeo5uPQ">>},[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.181158+00:00 [info] <0.678.0>              {permission,configure}][0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.181280+00:00 [info] <0.678.0>         LDAP DN template result: "cn=atlas-resource-users,ou=groups,dc=atlas,dc=local"[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.182470+00:00 [info] <0.678.0>     LDAP evaluated in_group for "cn=atlas-resource-users,ou=groups,dc=atlas,dc=local": false[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.182548+00:00 [info] <0.1179.0> LDAP DECISION: configure permission for queue "amq.gen-t7_VwzFIttbFGfYNeo5uPQ" in "/" for "atlas-denied": denied (denied)[0m
security-rabbitmq-3-1  | [38;5;160m2026-08-30 17:22:45.182709+00:00 [error] <0.1179.0> Channel error on connection <0.1168.0> (192.168.80.1:55870 -> 192.168.80.4:5672, vhost: '/', user: 'atlas-denied'), channel 1:[0m
security-rabbitmq-3-1  | [38;5;160m2026-08-30 17:22:45.182709+00:00 [error] <0.1179.0> operation queue.declare caused a channel exception access_refused: configure access to queue 'amq.gen-t7_VwzFIttbFGfYNeo5uPQ' in vhost '/' refused for user 'atlas-denied'[0m
security-rabbitmq-3-1  | 2026-08-30 17:22:45.194849+00:00 [info] <0.1168.0> closing AMQP connection (192.168.80.1:55870 -> 192.168.80.4:5672, vhost: '/', user: 'atlas-denied', duration: '87ms')[0m
