rabbitmq-2-1  | 2026-08-30 11:42:35.817596+00:00 [info] <0.969.0> Prometheus metrics: HTTP (non-TLS) listener started on port 15692[0m
rabbitmq-2-1  | 2026-08-30 11:44:38.467950+00:00 [info] <0.2494.0> rabbit_stream_coordinator: Member deleted for __atlas_1788090277644135000_performance_stream_1788090278184600252 : on node rabbit@rabbitmq-2[0m
rabbitmq-2-1  | 2026-08-30 11:44:38.468856+00:00 [info] <0.2492.0> rabbit_stream_coordinator: Member deleted for __atlas_1788090277644135000_performance_stream_1788090278184600252 : on node rabbit@rabbitmq-3[0m
rabbitmq-2-1  | 2026-08-30 11:44:38.469125+00:00 [info] <0.2493.0> rabbit_stream_coordinator: Member deleted for __atlas_1788090277644135000_performance_stream_1788090278184600252 : on node rabbit@rabbitmq-1[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:44:38.837059+00:00 [warning] <0.784.0> memory resource limit alarm set on node 'rabbit@rabbitmq-1'.[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:44:38.837059+00:00 [warning] <0.784.0> [0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:44:38.837059+00:00 [warning] <0.784.0> **********************************************************[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:44:38.837059+00:00 [warning] <0.784.0> *** Publishers will be blocked until this alarm clears ***[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:44:38.837059+00:00 [warning] <0.784.0> **********************************************************[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:44:38.837059+00:00 [warning] <0.784.0> [0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:44:46.419169+00:00 [warning] <0.784.0> memory resource limit alarm cleared on node 'rabbit@rabbitmq-1'[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:44:46.419695+00:00 [warning] <0.784.0> memory resource limit alarm cleared across the cluster[0m
rabbitmq-2-1  | 2026-08-30 11:44:46.737262+00:00 [info] <0.2517.0> queue 'atlas.1788090286708398000.quorum-recovery' in vhost '/': granting vote for {'%2F_atlas.1788090286708398000.quorum-recovery','rabbit@rabbitmq-1'} with last {index, term} {0,0} for term 1 previous term was 0[0m
rabbitmq-2-1  | 2026-08-30 11:44:46.739230+00:00 [info] <0.2517.0> queue 'atlas.1788090286708398000.quorum-recovery' in vhost '/': detected a new leader {'%2F_atlas.1788090286708398000.quorum-recovery','rabbit@rabbitmq-1'} in term 1[0m
rabbitmq-2-1  | 2026-08-30 11:44:46.955967+00:00 [info] <0.800.0> rabbit on node 'rabbit@rabbitmq-1' down[0m
rabbitmq-2-1  | 2026-08-30 11:44:46.962148+00:00 [info] <0.2517.0> queue 'atlas.1788090286708398000.quorum-recovery' in vhost '/': Leader monitor down with shutdown, setting election timeout[0m
rabbitmq-2-1  | [38;5;87m2026-08-30 11:44:46.975005+00:00 [notice] <0.2517.0> queue 'atlas.1788090286708398000.quorum-recovery' in vhost '/': candidate -> leader in term: 2 machine version: 8, last applied 9[0m
rabbitmq-2-1  | 2026-08-30 11:44:46.977737+00:00 [info] <0.800.0> node 'rabbit@rabbitmq-1' down: connection_closed[0m
rabbitmq-2-1  | 2026-08-30 11:44:48.462728+00:00 [info] <0.2538.0> accepting AMQP connection 192.168.80.1:46546 -> 192.168.80.4:5672[0m
rabbitmq-2-1  | 2026-08-30 11:44:48.465080+00:00 [info] <0.2538.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 11:44:48.466099+00:00 [info] <0.2538.0> connection 192.168.80.1:46546 -> 192.168.80.4:5672: user 'atlas' authenticated and granted access to vhost '/'[0m
rabbitmq-2-1  | [38;5;87m2026-08-30 11:44:48.492033+00:00 [notice] <0.2517.0> queue 'atlas.1788090286708398000.quorum-recovery' in vhost '/': leader -> terminating_leader in term: 2 machine version: 8, last applied 21[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:44:53.497640+00:00 [warning] <0.2517.0> queue 'atlas.1788090286708398000.quorum-recovery' in vhost '/': worker exited with shutdown[0m
rabbitmq-2-1  | 2026-08-30 11:44:53.499171+00:00 [info] <0.2547.0> Deleting server '%2F_atlas.1788090286708398000.quorum-recovery' and its data directory.[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:44:53.512279+00:00 [warning] <0.2547.0> Force delete of {'%2F_atlas.1788090286708398000.quorum-recovery','rabbit@rabbitmq-1'} failed with: {error,{badrpc,nodedown}}This may require manual data clean up[0m
rabbitmq-2-1  | 2026-08-30 11:44:53.513834+00:00 [info] <15328.2503.0> Deleting server '%2F_atlas.1788090286708398000.quorum-recovery' and its data directory.[0m
rabbitmq-2-1  | 2026-08-30 11:44:53.524702+00:00 [info] <0.2538.0> closing AMQP connection (192.168.80.1:46546 -> 192.168.80.4:5672, vhost: '/', user: 'atlas', duration: '5s')[0m
rabbitmq-2-1  | 2026-08-30 11:44:53.839080+00:00 [info] <0.2573.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 11:44:54.849531+00:00 [info] <0.2579.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 11:44:55.521008+00:00 [info] <0.800.0> node 'rabbit@rabbitmq-1' up[0m
rabbitmq-2-1  | 2026-08-30 11:44:55.521177+00:00 [info] <0.800.0> rabbit on node 'rabbit@rabbitmq-1' up[0m
rabbitmq-2-1  | 2026-08-30 11:44:55.522002+00:00 [info] <0.800.0> rabbit on node 'rabbit@rabbitmq-3' up[0m
rabbitmq-2-1  | 2026-08-30 11:44:55.522319+00:00 [info] <0.800.0> rabbit on node 'rabbit@rabbitmq-3' up[0m
rabbitmq-2-1  | 2026-08-30 11:44:55.522644+00:00 [info] <0.800.0> rabbit on node 'rabbit@rabbitmq-1' down[0m
rabbitmq-2-1  | 2026-08-30 11:44:55.857685+00:00 [info] <0.2588.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 11:44:56.223433+00:00 [info] <0.800.0> rabbit on node 'rabbit@rabbitmq-1' up[0m
rabbitmq-2-1  | 2026-08-30 11:44:57.085768+00:00 [info] <0.2623.0> queue 'atlas.1788090297066272000.quorum-recovery' in vhost '/': granting vote for {'%2F_atlas.1788090297066272000.quorum-recovery','rabbit@rabbitmq-1'} with last {index, term} {0,0} for term 1 previous term was 0[0m
rabbitmq-2-1  | 2026-08-30 11:44:57.088137+00:00 [info] <0.2623.0> queue 'atlas.1788090297066272000.quorum-recovery' in vhost '/': detected a new leader {'%2F_atlas.1788090297066272000.quorum-recovery','rabbit@rabbitmq-1'} in term 1[0m
rabbitmq-2-1  | 2026-08-30 11:45:48.978752+00:00 [info] <0.2693.0> accepting AMQP connection 192.168.80.1:51616 -> 192.168.80.4:5672[0m
rabbitmq-2-1  | 2026-08-30 11:45:48.982711+00:00 [info] <0.2693.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 11:45:48.984730+00:00 [info] <0.2693.0> connection 192.168.80.1:51616 -> 192.168.80.4:5672: user 'atlas' authenticated and granted access to vhost '/'[0m
rabbitmq-2-1  | [38;5;160m2026-08-30 11:46:03.430454+00:00 [error] <0.2583.0> ** Node 'rabbit@rabbitmq-1' not responding **[0m
rabbitmq-2-1  | [38;5;160m2026-08-30 11:46:03.430454+00:00 [error] <0.2583.0> ** Removing (timedout) connection **[0m
rabbitmq-2-1  | [38;5;160m2026-08-30 11:46:03.430454+00:00 [error] <0.2583.0> [0m
rabbitmq-2-1  | 2026-08-30 11:46:03.431213+00:00 [info] <0.800.0> rabbit on node 'rabbit@rabbitmq-1' down[0m
rabbitmq-2-1  | 2026-08-30 11:46:03.431366+00:00 [info] <0.800.0> node 'rabbit@rabbitmq-1' down: net_tick_timeout[0m
rabbitmq-2-1  | 2026-08-30 11:46:03.431527+00:00 [info] <0.2623.0> queue 'atlas.1788090297066272000.quorum-recovery' in vhost '/': Leader monitor down with noconnection, setting election timeout[0m
rabbitmq-2-1  | [38;5;160m2026-08-30 11:46:03.431692+00:00 [error] <0.2693.0> Error on AMQP connection <0.2693.0> (192.168.80.1:51616 -> 192.168.80.4:5672, vhost: '/', user: 'atlas', state: running), channel 1:[0m
rabbitmq-2-1  | [38;5;160m2026-08-30 11:46:03.431692+00:00 [error] <0.2693.0>  operation basic.get caused a connection exception internal_error: "Cannot get a message from queue 'queue 'atlas.1788090297066272000.quorum-recovery' in vhost '/'': nodedown"[0m
rabbitmq-2-1  | 2026-08-30 11:46:03.436077+00:00 [info] <0.2693.0> closing AMQP connection (192.168.80.1:51616 -> 192.168.80.4:5672, vhost: '/', user: 'atlas', duration: '14s')[0m
rabbitmq-2-1  | 2026-08-30 11:46:03.793323+00:00 [info] <0.2623.0> queue 'atlas.1788090297066272000.quorum-recovery' in vhost '/': detected a new leader {'%2F_atlas.1788090297066272000.quorum-recovery','rabbit@rabbitmq-1'} in term 1[0m
rabbitmq-2-1  | 2026-08-30 11:46:03.801993+00:00 [info] <0.2623.0> queue 'atlas.1788090297066272000.quorum-recovery' in vhost '/': granting vote for {'%2F_atlas.1788090297066272000.quorum-recovery','rabbit@rabbitmq-3'} with last {index, term} {9,1} for term 2 previous term was 1[0m
rabbitmq-2-1  | 2026-08-30 11:46:03.805084+00:00 [info] <0.2623.0> queue 'atlas.1788090297066272000.quorum-recovery' in vhost '/': Leader monitor down with noconnection, setting election timeout[0m
rabbitmq-2-1  | 2026-08-30 11:46:03.806180+00:00 [info] <0.2623.0> queue 'atlas.1788090297066272000.quorum-recovery' in vhost '/': detected a new leader {'%2F_atlas.1788090297066272000.quorum-recovery','rabbit@rabbitmq-1'} in term 2[0m
rabbitmq-2-1  | 2026-08-30 11:46:03.806290+00:00 [info] <0.2623.0> queue 'atlas.1788090297066272000.quorum-recovery' in vhost '/': detected a new leader {'%2F_atlas.1788090297066272000.quorum-recovery','rabbit@rabbitmq-3'} in term 2[0m
rabbitmq-2-1  | 2026-08-30 11:46:03.938705+00:00 [info] <0.2724.0> accepting AMQP connection 192.168.80.1:26444 -> 192.168.80.4:5672[0m
rabbitmq-2-1  | 2026-08-30 11:46:03.942100+00:00 [info] <0.2724.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 11:46:03.943032+00:00 [info] <0.2724.0> connection 192.168.80.1:26444 -> 192.168.80.4:5672: user 'atlas' authenticated and granted access to vhost '/'[0m
rabbitmq-2-1  | 2026-08-30 11:46:03.966337+00:00 [info] <0.2724.0> closing AMQP connection (192.168.80.1:26444 -> 192.168.80.4:5672, vhost: '/', user: 'atlas', duration: '28ms')[0m
rabbitmq-2-1  | 2026-08-30 11:46:07.279305+00:00 [info] <0.2752.0> accepting AMQP connection 192.168.80.1:29640 -> 192.168.80.4:5672[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:46:07.281353+00:00 [warning] <0.2752.0> closing AMQP connection <0.2752.0> (192.168.80.1:29640 -> 192.168.80.4:5672, duration: '2ms'):[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:46:07.281353+00:00 [warning] <0.2752.0> client unexpectedly closed TCP connection[0m
rabbitmq-2-1  | 2026-08-30 11:46:14.503555+00:00 [info] <0.2778.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 11:46:15.003404+00:00 [info] <0.2809.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 11:46:18.737275+00:00 [info] <0.2842.0> accepting AMQP connection 192.168.80.1:64181 -> 192.168.80.4:5672[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:46:18.739576+00:00 [warning] <0.2842.0> closing AMQP connection <0.2842.0> (192.168.80.1:64181 -> 192.168.80.4:5672, duration: '2ms'):[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:46:18.739576+00:00 [warning] <0.2842.0> client unexpectedly closed TCP connection[0m
rabbitmq-2-1  | 2026-08-30 11:46:25.543191+00:00 [info] <0.2866.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 11:46:25.971911+00:00 [info] <0.2895.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 11:46:26.701823+00:00 [info] <0.800.0> rabbit on node 'rabbit@rabbitmq-3' up[0m
rabbitmq-2-1  | 2026-08-30 11:46:26.912907+00:00 [info] <0.800.0> node 'rabbit@rabbitmq-1' up[0m
rabbitmq-2-1  | 2026-08-30 11:46:26.913854+00:00 [info] <0.800.0> rabbit on node 'rabbit@rabbitmq-1' up[0m
rabbitmq-2-1  | 2026-08-30 11:46:26.914059+00:00 [info] <0.800.0> rabbit on node 'rabbit@rabbitmq-1' up[0m
rabbitmq-2-1  | 2026-08-30 11:46:26.914123+00:00 [info] <0.800.0> rabbit on node 'rabbit@rabbitmq-3' up[0m
rabbitmq-2-1  | [38;5;87m2026-08-30 11:46:32.075103+00:00 [notice] <0.2623.0> queue 'atlas.1788090297066272000.quorum-recovery' in vhost '/': terminating with reason 'delete'[0m
rabbitmq-2-1  | 2026-08-30 11:46:32.078330+00:00 [info] <0.2946.0> Deleting server '%2F_atlas.1788090297066272000.quorum-recovery' and its data directory.[0m
rabbitmq-2-1  | 2026-08-30 11:46:32.380569+00:00 [info] <0.2951.0> accepting AMQP connection 192.168.80.1:20644 -> 192.168.80.4:5672[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:46:32.382830+00:00 [warning] <0.2951.0> closing AMQP connection <0.2951.0> (192.168.80.1:20644 -> 192.168.80.4:5672, duration: '2ms'):[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 11:46:32.382830+00:00 [warning] <0.2951.0> client unexpectedly closed TCP connection[0m
