security-rabbitmq-1-1  | 2026-08-30 17:21:30.528266+00:00 [info] <0.209.0> Priority queues enabled, real BQ is rabbit_variable_queue[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.436911+00:00 [info] <0.1205.0> LDAP CHECK: login for atlas-denied[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.436989+00:00 [info] <0.1205.0>         LDAP filling DN template "cn=${username},ou=users,dc=atlas,dc=local" with[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.436989+00:00 [info] <0.1205.0>             [{username,<<"atlas-denied">>}][0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.437101+00:00 [info] <0.1205.0>         LDAP DN template result: "cn=atlas-denied,ou=users,dc=atlas,dc=local"[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438067+00:00 [info] <0.774.0>     LDAP bind succeeded: cn=xxxx,ou=xxxx,dc=xxxx,dc=xxxx[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438137+00:00 [info] <0.774.0>         LDAP filling DN template "cn=${username},ou=users,dc=atlas,dc=local" with[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438137+00:00 [info] <0.774.0>             [{username,<<"atlas-denied">>}][0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438195+00:00 [info] <0.774.0>         LDAP DN template result: "cn=atlas-denied,ou=users,dc=atlas,dc=local"[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438212+00:00 [info] <0.774.0>     LDAP CHECK: does atlas-denied have tag administrator?[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438227+00:00 [info] <0.774.0>     LDAP evaluating query: {constant,false}[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438241+00:00 [info] <0.774.0>     LDAP evaluated constant: false[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438255+00:00 [info] <0.774.0>     LDAP DECISION: does atlas-denied have tag administrator? false[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438273+00:00 [info] <0.774.0>     LDAP CHECK: does atlas-denied have tag management?[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438285+00:00 [info] <0.774.0>     LDAP evaluating query: {constant,false}[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438293+00:00 [info] <0.774.0>     LDAP evaluated constant: false[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438319+00:00 [info] <0.774.0>     LDAP DECISION: does atlas-denied have tag management? false[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438330+00:00 [info] <0.774.0>     LDAP CHECK: does atlas-denied have tag policymaker?[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438338+00:00 [info] <0.774.0>     LDAP evaluating query: {constant,false}[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438349+00:00 [info] <0.774.0>     LDAP evaluated constant: false[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438356+00:00 [info] <0.774.0>     LDAP DECISION: does atlas-denied have tag policymaker? false[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438370+00:00 [info] <0.774.0>     LDAP CHECK: does atlas-denied have tag monitoring?[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438382+00:00 [info] <0.774.0>     LDAP evaluating query: {constant,false}[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438395+00:00 [info] <0.774.0>     LDAP evaluated constant: false[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438423+00:00 [info] <0.774.0>     LDAP DECISION: does atlas-denied have tag monitoring? false[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438449+00:00 [info] <0.1205.0> LDAP DECISION: login for atlas-denied: ok[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.438471+00:00 [info] <0.1205.0> User 'atlas-denied' authenticated successfully[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.442274+00:00 [info] <0.1205.0> LDAP CHECK: access to vhost "/" for "atlas-denied"[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.442941+00:00 [info] <0.774.0>     LDAP bind succeeded: cn=xxxx,ou=xxxx,dc=xxxx,dc=xxxx[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.442995+00:00 [info] <0.774.0>     LDAP evaluating query: {in_group,"cn=atlas-vhost-users,ou=groups,dc=atlas,dc=local"}[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.443076+00:00 [info] <0.774.0>     LDAP evaluating query: {in_group,"cn=atlas-vhost-users,ou=groups,dc=atlas,dc=local",[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.443076+00:00 [info] <0.774.0>                                      "member"}[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.443121+00:00 [info] <0.774.0>         LDAP filling DN template "cn=atlas-vhost-users,ou=groups,dc=atlas,dc=local" with[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.443121+00:00 [info] <0.774.0>             [{username,<<"atlas-denied">>},[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.443121+00:00 [info] <0.774.0>              {user_dn,"cn=atlas-denied,ou=users,dc=atlas,dc=local"},[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.443121+00:00 [info] <0.774.0>              {vhost,<<"/">>},[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.443121+00:00 [info] <0.774.0>              {peeraddr,{0,0,0,0,0,65535,49320,20481}}][0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.443252+00:00 [info] <0.774.0>         LDAP DN template result: "cn=atlas-vhost-users,ou=groups,dc=atlas,dc=local"[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.450103+00:00 [info] <0.774.0>     LDAP evaluated in_group for "cn=atlas-vhost-users,ou=groups,dc=atlas,dc=local": true[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.450299+00:00 [info] <0.1205.0> LDAP DECISION: access to vhost "/" for "atlas-denied": ok (ok)[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.450626+00:00 [info] <0.1205.0> connection 192.168.80.1:55120 -> 192.168.80.5:5672: user 'atlas-denied' authenticated and granted access to vhost '/'[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.467387+00:00 [info] <0.1214.0> LDAP CHECK: configure permission for queue "amq.gen-vCIZKpfGK5456KeLq9BI1Q" in "/" for "atlas-denied"[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.468903+00:00 [info] <0.774.0>     LDAP bind succeeded: cn=xxxx,ou=xxxx,dc=xxxx,dc=xxxx[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.468972+00:00 [info] <0.774.0>     LDAP evaluating query: {in_group,"cn=atlas-resource-users,ou=groups,dc=atlas,dc=local"}[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.469012+00:00 [info] <0.774.0>     LDAP evaluating query: {in_group,"cn=atlas-resource-users,ou=groups,dc=atlas,dc=local",[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.469012+00:00 [info] <0.774.0>                                      "member"}[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.469031+00:00 [info] <0.774.0>         LDAP filling DN template "cn=atlas-resource-users,ou=groups,dc=atlas,dc=local" with[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.469031+00:00 [info] <0.774.0>             [{username,<<"atlas-denied">>},[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.469031+00:00 [info] <0.774.0>              {user_dn,"cn=atlas-denied,ou=users,dc=atlas,dc=local"},[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.469031+00:00 [info] <0.774.0>              {vhost,<<"/">>},[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.469031+00:00 [info] <0.774.0>              {resource,queue},[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.469031+00:00 [info] <0.774.0>              {name,<<"amq.gen-vCIZKpfGK5456KeLq9BI1Q">>},[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.469031+00:00 [info] <0.774.0>              {permission,configure}][0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.469102+00:00 [info] <0.774.0>         LDAP DN template result: "cn=atlas-resource-users,ou=groups,dc=atlas,dc=local"[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.471817+00:00 [info] <0.774.0>     LDAP evaluated in_group for "cn=atlas-resource-users,ou=groups,dc=atlas,dc=local": false[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.472017+00:00 [info] <0.1214.0> LDAP DECISION: configure permission for queue "amq.gen-vCIZKpfGK5456KeLq9BI1Q" in "/" for "atlas-denied": denied (denied)[0m
security-rabbitmq-1-1  | [38;5;160m2026-08-30 17:22:44.472893+00:00 [error] <0.1214.0> Channel error on connection <0.1205.0> (192.168.80.1:55120 -> 192.168.80.5:5672, vhost: '/', user: 'atlas-denied'), channel 1:[0m
security-rabbitmq-1-1  | [38;5;160m2026-08-30 17:22:44.472893+00:00 [error] <0.1214.0> operation queue.declare caused a channel exception access_refused: configure access to queue 'amq.gen-vCIZKpfGK5456KeLq9BI1Q' in vhost '/' refused for user 'atlas-denied'[0m
security-rabbitmq-1-1  | 2026-08-30 17:22:44.498273+00:00 [info] <0.1205.0> closing AMQP connection (192.168.80.1:55120 -> 192.168.80.5:5672, vhost: '/', user: 'atlas-denied', duration: '69ms')[0m
