rabbitmq-2-1  | 2026-08-30 14:19:13.080966+00:00 [info] <0.211.0> Running boot step rabbit_event defined by app rabbit[0m
rabbitmq-2-1  | 2026-08-30 14:22:04.488668+00:00 [info] <0.1963.0> Stopping application 'rabbitmq_stream'[0m
rabbitmq-2-1  | 2026-08-30 14:22:04.489199+00:00 [info] <0.1327.0> stopped Stream TCP listener on [::]:5552[0m
rabbitmq-2-1  | [38;5;87m2026-08-30 14:22:04.517840+00:00 [notice] <0.45.0> Application rabbitmq_stream exited with reason: stopped[0m
rabbitmq-2-1  | 2026-08-30 14:22:04.518157+00:00 [info] <0.1963.0> Stopping application 'rabbitmq_stream_common'[0m
rabbitmq-2-1  | [38;5;87m2026-08-30 14:22:04.518252+00:00 [notice] <0.45.0> Application rabbitmq_stream_common exited with reason: stopped[0m
rabbitmq-2-1  | 2026-08-30 14:22:04.588431+00:00 [info] <0.1963.0> Plugins changed; disabled [rabbitmq_stream,rabbitmq_stream_common][0m
rabbitmq-2-1  | 2026-08-30 14:22:33.310100+00:00 [info] <0.2014.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 14:22:40.362207+00:00 [info] <0.2075.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 14:22:50.899539+00:00 [info] <0.2137.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 14:23:03.519776+00:00 [info] <0.2197.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 14:23:09.903769+00:00 [info] <0.2258.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 14:23:14.304851+00:00 [info] <0.2330.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 14:23:23.884709+00:00 [info] <0.2378.0> queue 'atlas.1788099799269440000.quorum' in vhost '/': granting vote for {'%2F_atlas.1788099799269440000.quorum','rabbit@rabbitmq-1'} with last {index, term} {0,0} for term 1 previous term was 0[0m
rabbitmq-2-1  | 2026-08-30 14:23:23.905288+00:00 [info] <0.2378.0> queue 'atlas.1788099799269440000.quorum' in vhost '/': detected a new leader {'%2F_atlas.1788099799269440000.quorum','rabbit@rabbitmq-1'} in term 1[0m
rabbitmq-2-1  | 2026-08-30 14:23:24.220679+00:00 [info] <0.2383.0> Stream: __atlas_1788099799269440000_stream_1788099804047019522 will use /var/lib/rabbitmq/mnesia/rabbit@rabbitmq-2/stream/__atlas_1788099799269440000_stream_1788099804047019522 for osiris log data directory[0m
rabbitmq-2-1  | 2026-08-30 14:23:24.292756+00:00 [info] <0.2383.0> __atlas_1788099799269440000_stream_1788099804047019522 [osiris_replica:handle_continue/2] osiris replica starting in epoch 1, next offset 0, tail info {0,empty}[0m
rabbitmq-2-1  | [38;5;87m2026-08-30 14:23:24.535405+00:00 [notice] <0.2378.0> queue 'atlas.1788099799269440000.quorum' in vhost '/': terminating with reason 'delete'[0m
rabbitmq-2-1  | 2026-08-30 14:23:24.543693+00:00 [info] <0.2390.0> Deleting server '%2F_atlas.1788099799269440000.quorum' and its data directory.[0m
rabbitmq-2-1  | 2026-08-30 14:23:25.125082+00:00 [info] <0.2401.0> Making sure data directory '/var/lib/rabbitmq/mnesia/rabbit@rabbitmq-2/msg_stores/vhosts/6V8HXZ15DVA4N4XP9IBTFNLKB' for vhost 'atlas-secops-1788099805014730000' exists[0m
rabbitmq-2-1  | 2026-08-30 14:23:25.131137+00:00 [info] <0.2401.0> Setting segment_entry_count for vhost 'atlas-secops-1788099805014730000' with 0 queues to '2048'[0m
rabbitmq-2-1  | 2026-08-30 14:23:25.153571+00:00 [info] <0.2401.0> Starting message stores for vhost 'atlas-secops-1788099805014730000'[0m
rabbitmq-2-1  | 2026-08-30 14:23:25.159377+00:00 [info] <0.2401.0> Started message store of type transient for vhost 'atlas-secops-1788099805014730000'[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 14:23:25.162445+00:00 [warning] <0.2412.0> Message store "6V8HXZ15DVA4N4XP9IBTFNLKB/msg_store_persistent": rebuilding indices from scratch[0m
rabbitmq-2-1  | 2026-08-30 14:23:25.166050+00:00 [info] <0.2401.0> Started message store of type persistent for vhost 'atlas-secops-1788099805014730000'[0m
rabbitmq-2-1  | 2026-08-30 14:23:25.167473+00:00 [info] <0.2401.0> Recovering 0 queues of type rabbit_classic_queue took 26ms[0m
rabbitmq-2-1  | 2026-08-30 14:23:25.167564+00:00 [info] <0.2401.0> Recovering 0 queues of type rabbit_quorum_queue took 0ms[0m
rabbitmq-2-1  | 2026-08-30 14:23:25.167639+00:00 [info] <0.2401.0> Recovering 0 queues of type rabbit_stream_queue took 0ms[0m
rabbitmq-2-1  | 2026-08-30 14:23:28.353471+00:00 [info] <0.2431.0> accepting AMQP connection 192.168.80.1:38160 -> 192.168.80.2:5672[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 14:23:28.367469+00:00 [warning] <0.2431.0> User 'atlas-secops-1788099805014730000-user' failed to authenticate: user 'atlas-secops-1788099805014730000-user' - invalid credentials[0m
rabbitmq-2-1  | [38;5;160m2026-08-30 14:23:28.368264+00:00 [error] <0.2431.0> Error on AMQP connection <0.2431.0> (192.168.80.1:38160 -> 192.168.80.2:5672, state: starting):[0m
rabbitmq-2-1  | [38;5;160m2026-08-30 14:23:28.368264+00:00 [error] <0.2431.0> PLAIN login refused: user 'atlas-secops-1788099805014730000-user' - invalid credentials[0m
rabbitmq-2-1  | 2026-08-30 14:23:31.352621+00:00 [info] <0.2431.0> closing AMQP connection (192.168.80.1:38160 -> 192.168.80.2:5672, duration: '3s')[0m
rabbitmq-2-1  | 2026-08-30 14:23:34.375853+00:00 [info] <0.2441.0> accepting AMQP connection 192.168.80.1:38727 -> 192.168.80.2:5672[0m
rabbitmq-2-1  | 2026-08-30 14:23:34.409004+00:00 [info] <0.2441.0> User 'atlas-secops-1788099805014730000-user' authenticated successfully[0m
rabbitmq-2-1  | [38;5;160m2026-08-30 14:23:34.417898+00:00 [error] <0.2441.0> Error on AMQP connection <0.2441.0> (192.168.80.1:38727 -> 192.168.80.2:5672, user: 'atlas-secops-1788099805014730000-user', state: opening):[0m
rabbitmq-2-1  | [38;5;160m2026-08-30 14:23:34.417898+00:00 [error] <0.2441.0> access to vhost '/' refused for user 'atlas-secops-1788099805014730000-user'[0m
rabbitmq-2-1  | 2026-08-30 14:23:34.422459+00:00 [info] <0.2441.0> closing AMQP connection (192.168.80.1:38727 -> 192.168.80.2:5672, vhost: 'none', user: 'atlas-secops-1788099805014730000-user', duration: '48ms')[0m
rabbitmq-2-1  | 2026-08-30 14:23:37.626287+00:00 [info] <0.2450.0> accepting AMQP connection 192.168.80.1:62448 -> 192.168.80.2:5672[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 14:23:37.632872+00:00 [warning] <0.2450.0> User 'atlas-secops-1788099805014730000-user' failed to authenticate: user 'atlas-secops-1788099805014730000-user' - invalid credentials[0m
rabbitmq-2-1  | [38;5;160m2026-08-30 14:23:37.633458+00:00 [error] <0.2450.0> Error on AMQP connection <0.2450.0> (192.168.80.1:62448 -> 192.168.80.2:5672, state: starting):[0m
rabbitmq-2-1  | [38;5;160m2026-08-30 14:23:37.633458+00:00 [error] <0.2450.0> PLAIN login refused: user 'atlas-secops-1788099805014730000-user' - invalid credentials[0m
rabbitmq-2-1  | 2026-08-30 14:23:40.630847+00:00 [info] <0.2450.0> closing AMQP connection (192.168.80.1:62448 -> 192.168.80.2:5672, duration: '3s')[0m
rabbitmq-2-1  | 2026-08-30 14:23:43.681342+00:00 [info] <0.2461.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 14:23:43.829842+00:00 [info] <0.2471.0> Stopping vhost supervisor <0.2400.0> for vhost 'atlas-secops-1788099805014730000'[0m
rabbitmq-2-1  | 2026-08-30 14:23:43.830397+00:00 [info] <0.2401.0> Virtual host 'atlas-secops-1788099805014730000' is stopping[0m
rabbitmq-2-1  | 2026-08-30 14:23:43.830677+00:00 [info] <0.2472.0> Closing all connections in vhost 'atlas-secops-1788099805014730000' on node 'rabbit@rabbitmq-2' because the vhost is stopping[0m
rabbitmq-2-1  | 2026-08-30 14:23:43.830739+00:00 [info] <0.2412.0> Stopping message store for directory '/var/lib/rabbitmq/mnesia/rabbit@rabbitmq-2/msg_stores/vhosts/6V8HXZ15DVA4N4XP9IBTFNLKB/msg_store_persistent'[0m
rabbitmq-2-1  | 2026-08-30 14:23:43.840549+00:00 [info] <0.2412.0> Message store for directory '/var/lib/rabbitmq/mnesia/rabbit@rabbitmq-2/msg_stores/vhosts/6V8HXZ15DVA4N4XP9IBTFNLKB/msg_store_persistent' is stopped[0m
rabbitmq-2-1  | 2026-08-30 14:23:43.840763+00:00 [info] <0.2408.0> Stopping message store for directory '/var/lib/rabbitmq/mnesia/rabbit@rabbitmq-2/msg_stores/vhosts/6V8HXZ15DVA4N4XP9IBTFNLKB/msg_store_transient'[0m
rabbitmq-2-1  | 2026-08-30 14:23:43.844340+00:00 [info] <0.2408.0> Message store for directory '/var/lib/rabbitmq/mnesia/rabbit@rabbitmq-2/msg_stores/vhosts/6V8HXZ15DVA4N4XP9IBTFNLKB/msg_store_transient' is stopped[0m
rabbitmq-2-1  | 2026-08-30 14:23:43.845105+00:00 [info] <0.2471.0> Deleting message store directory for vhost 'atlas-secops-1788099805014730000' at '/var/lib/rabbitmq/mnesia/rabbit@rabbitmq-2/msg_stores/vhosts/6V8HXZ15DVA4N4XP9IBTFNLKB'[0m
rabbitmq-2-1  | 2026-08-30 14:23:47.891964+00:00 [info] <0.2490.0> User 'atlas' authenticated successfully[0m
rabbitmq-2-1  | 2026-08-30 14:23:47.902963+00:00 [info] <0.2495.0> User 'atlas-scenario-20260830t141832z3367' authenticated successfully[0m
rabbitmq-2-1  | [38;5;214m2026-08-30 14:23:47.903169+00:00 [warning] <0.2495.0> HTTP access denied: user 'atlas-scenario-20260830t141832z3367' - Not management user[0m
