rabbitmq-3-1  | 2026-08-30 14:37:54.237558+00:00 [info] <0.209.0> Running boot step prevent_startup_if_node_was_reset defined by app rabbit[0m
rabbitmq-3-1  | 2026-08-30 14:41:21.950319+00:00 [info] <0.2429.0> Stopping vhost supervisor <0.2357.0> for vhost 'atlas-secops-1788100863441087000'[0m
rabbitmq-3-1  | 2026-08-30 14:41:21.950700+00:00 [info] <0.2358.0> Virtual host 'atlas-secops-1788100863441087000' is stopping[0m
rabbitmq-3-1  | 2026-08-30 14:41:21.950841+00:00 [info] <0.2430.0> Closing all connections in vhost 'atlas-secops-1788100863441087000' on node 'rabbit@rabbitmq-3' because the vhost is stopping[0m
rabbitmq-3-1  | 2026-08-30 14:41:21.951041+00:00 [info] <0.2369.0> Stopping message store for directory '/var/lib/rabbitmq/mnesia/rabbit@rabbitmq-3/msg_stores/vhosts/DDK3CYH213AVZMQGK77QZ2TIY/msg_store_persistent'[0m
rabbitmq-3-1  | 2026-08-30 14:41:21.956910+00:00 [info] <0.2369.0> Message store for directory '/var/lib/rabbitmq/mnesia/rabbit@rabbitmq-3/msg_stores/vhosts/DDK3CYH213AVZMQGK77QZ2TIY/msg_store_persistent' is stopped[0m
rabbitmq-3-1  | 2026-08-30 14:41:21.957227+00:00 [info] <0.2365.0> Stopping message store for directory '/var/lib/rabbitmq/mnesia/rabbit@rabbitmq-3/msg_stores/vhosts/DDK3CYH213AVZMQGK77QZ2TIY/msg_store_transient'[0m
rabbitmq-3-1  | 2026-08-30 14:41:21.962217+00:00 [info] <0.2365.0> Message store for directory '/var/lib/rabbitmq/mnesia/rabbit@rabbitmq-3/msg_stores/vhosts/DDK3CYH213AVZMQGK77QZ2TIY/msg_store_transient' is stopped[0m
rabbitmq-3-1  | 2026-08-30 14:41:21.963069+00:00 [info] <0.2429.0> Deleting message store directory for vhost 'atlas-secops-1788100863441087000' at '/var/lib/rabbitmq/mnesia/rabbit@rabbitmq-3/msg_stores/vhosts/DDK3CYH213AVZMQGK77QZ2TIY'[0m
rabbitmq-3-1  | 2026-08-30 14:41:25.292121+00:00 [info] <0.2457.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:41:25.325120+00:00 [info] <0.2462.0> User 'atlas-scenario-20260830t143739z65535' authenticated successfully[0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:41:25.325334+00:00 [warning] <0.2462.0> HTTP access denied: user 'atlas-scenario-20260830t143739z65535' - Not management user[0m
rabbitmq-3-1  | 2026-08-30 14:41:28.284310+00:00 [info] <0.2496.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:41:40.408197+00:00 [info] <0.2580.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:41:51.316932+00:00 [info] <0.2663.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:42:01.138502+00:00 [info] <0.2754.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:42:19.917745+00:00 [info] <0.2907.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:42:28.964207+00:00 [info] <0.3013.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:42:30.518734+00:00 [info] <0.3042.0> accepting AMQP connection 192.168.80.1:55506 -> 192.168.80.4:5672[0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:42:30.524306+00:00 [warning] <0.3042.0> closing AMQP connection <0.3042.0> (192.168.80.1:55506 -> 192.168.80.4:5672, duration: '6ms'):[0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:42:30.524306+00:00 [warning] <0.3042.0> client unexpectedly closed TCP connection[0m
rabbitmq-3-1  | 2026-08-30 14:42:33.192460+00:00 [info] <0.3078.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:42:34.715858+00:00 [info] <0.3117.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:42:34.727413+00:00 [info] <0.3122.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:42:36.739302+00:00 [info] <0.3157.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:42:41.070981+00:00 [info] <0.3216.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | [38;5;160m2026-08-30 14:42:48.081509+00:00 [error] <0.3244.0> ** Connection attempt from node 'rabbit_ctl_44@rabbitmq-3' rejected. Invalid challenge reply. **[0m
rabbitmq-3-1  | [38;5;160m2026-08-30 14:42:48.081509+00:00 [error] <0.3244.0> [0m
rabbitmq-3-1  | [38;5;160m2026-08-30 14:42:48.117630+00:00 [error] <0.3246.0> ** Connection attempt from node 'rabbit_ctl_44@rabbitmq-3' rejected. Invalid challenge reply. **[0m
rabbitmq-3-1  | [38;5;160m2026-08-30 14:42:48.117630+00:00 [error] <0.3246.0> [0m
rabbitmq-3-1  | 2026-08-30 14:42:51.015795+00:00 [info] <0.3281.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:43:06.574650+00:00 [info] <0.3334.0> queue 'atlas.1788100986247897000.performance.quorum' in vhost '/': granting vote for {'%2F_atlas.1788100986247897000.performance.quorum','rabbit@rabbitmq-1'} with last {index, term} {0,0} for term 1 previous term was 0[0m
rabbitmq-3-1  | 2026-08-30 14:43:06.577496+00:00 [info] <0.3334.0> queue 'atlas.1788100986247897000.performance.quorum' in vhost '/': detected a new leader {'%2F_atlas.1788100986247897000.performance.quorum','rabbit@rabbitmq-1'} in term 1[0m
rabbitmq-3-1  | [38;5;87m2026-08-30 14:43:07.106833+00:00 [notice] <0.3334.0> queue 'atlas.1788100986247897000.performance.quorum' in vhost '/': terminating with reason 'delete'[0m
rabbitmq-3-1  | 2026-08-30 14:43:07.114839+00:00 [info] <0.3342.0> Deleting server '%2F_atlas.1788100986247897000.performance.quorum' and its data directory.[0m
rabbitmq-3-1  | 2026-08-30 14:43:07.129349+00:00 [info] <0.3344.0> Stream: __atlas_1788100986247897000_performance_stream_1788100987119661264 will use /var/lib/rabbitmq/mnesia/rabbit@rabbitmq-3/stream/__atlas_1788100986247897000_performance_stream_1788100987119661264 for osiris log data directory[0m
rabbitmq-3-1  | 2026-08-30 14:43:07.133324+00:00 [info] <0.3344.0> __atlas_1788100986247897000_performance_stream_1788100987119661264 [osiris_replica:handle_continue/2] osiris replica starting in epoch 1, next offset 0, tail info {0,empty}[0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:43:08.436728+00:00 [warning] <0.770.0> memory resource limit alarm set on node 'rabbit@rabbitmq-1'.[0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:43:08.436728+00:00 [warning] <0.770.0> [0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:43:08.436728+00:00 [warning] <0.770.0> **********************************************************[0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:43:08.436728+00:00 [warning] <0.770.0> *** Publishers will be blocked until this alarm clears ***[0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:43:08.436728+00:00 [warning] <0.770.0> **********************************************************[0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:43:08.436728+00:00 [warning] <0.770.0> [0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:43:17.211551+00:00 [warning] <0.770.0> memory resource limit alarm cleared on node 'rabbit@rabbitmq-1'[0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:43:17.211830+00:00 [warning] <0.770.0> memory resource limit alarm cleared across the cluster[0m
rabbitmq-3-1  | 2026-08-30 14:43:17.730448+00:00 [info] <0.3359.0> queue 'atlas.1788100997691701000.quorum-recovery' in vhost '/': granting vote for {'%2F_atlas.1788100997691701000.quorum-recovery','rabbit@rabbitmq-1'} with last {index, term} {0,0} for term 1 previous term was 0[0m
rabbitmq-3-1  | 2026-08-30 14:43:17.734401+00:00 [info] <0.3359.0> queue 'atlas.1788100997691701000.quorum-recovery' in vhost '/': detected a new leader {'%2F_atlas.1788100997691701000.quorum-recovery','rabbit@rabbitmq-1'} in term 1[0m
rabbitmq-3-1  | 2026-08-30 14:43:18.083908+00:00 [info] <0.786.0> rabbit on node 'rabbit@rabbitmq-1' down[0m
rabbitmq-3-1  | 2026-08-30 14:43:18.098120+00:00 [info] <0.3359.0> queue 'atlas.1788100997691701000.quorum-recovery' in vhost '/': Leader monitor down with shutdown, setting election timeout[0m
rabbitmq-3-1  | 2026-08-30 14:43:18.125693+00:00 [info] <0.786.0> node 'rabbit@rabbitmq-1' down: connection_closed[0m
rabbitmq-3-1  | [38;5;87m2026-08-30 14:43:18.129346+00:00 [notice] <0.3359.0> queue 'atlas.1788100997691701000.quorum-recovery' in vhost '/': candidate -> leader in term: 2 machine version: 8, last applied 9[0m
rabbitmq-3-1  | 2026-08-30 14:43:20.578919+00:00 [info] <0.3382.0> accepting AMQP connection 192.168.80.1:28266 -> 192.168.80.4:5672[0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:43:20.591115+00:00 [warning] <0.3382.0> closing AMQP connection <0.3382.0> (192.168.80.1:28266 -> 192.168.80.4:5672, duration: '13ms'):[0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:43:20.591115+00:00 [warning] <0.3382.0> client unexpectedly closed TCP connection[0m
rabbitmq-3-1  | 2026-08-30 14:43:22.886490+00:00 [info] <0.3407.0> User 'atlas' authenticated successfully[0m
rabbitmq-3-1  | 2026-08-30 14:43:24.192032+00:00 [info] <0.3443.0> Making sure data directory '/var/lib/rabbitmq/mnesia/rabbit@rabbitmq-3/msg_stores/vhosts/2TGGST32FDOBKLHTI2FBJLRR7' for vhost '/atlas-metadata-20260830T143739Z-65535' exists[0m
rabbitmq-3-1  | 2026-08-30 14:43:24.194662+00:00 [info] <0.3443.0> Setting segment_entry_count for vhost '/atlas-metadata-20260830T143739Z-65535' with 0 queues to '2048'[0m
rabbitmq-3-1  | 2026-08-30 14:43:24.233556+00:00 [info] <0.3443.0> Starting message stores for vhost '/atlas-metadata-20260830T143739Z-65535'[0m
rabbitmq-3-1  | 2026-08-30 14:43:24.237071+00:00 [info] <0.3443.0> Started message store of type transient for vhost '/atlas-metadata-20260830T143739Z-65535'[0m
rabbitmq-3-1  | [38;5;214m2026-08-30 14:43:24.240095+00:00 [warning] <0.3456.0> Message store "2TGGST32FDOBKLHTI2FBJLRR7/msg_store_persistent": rebuilding indices from scratch[0m
rabbitmq-3-1  | 2026-08-30 14:43:24.243176+00:00 [info] <0.3443.0> Started message store of type persistent for vhost '/atlas-metadata-20260830T143739Z-65535'[0m
rabbitmq-3-1  | 2026-08-30 14:43:24.243617+00:00 [info] <0.3443.0> Recovering 0 queues of type rabbit_classic_queue took 36ms[0m
rabbitmq-3-1  | 2026-08-30 14:43:24.243748+00:00 [info] <0.3443.0> Recovering 0 queues of type rabbit_quorum_queue took 0ms[0m
rabbitmq-3-1  | 2026-08-30 14:43:24.244239+00:00 [info] <0.3443.0> Recovering 0 queues of type rabbit_stream_queue took 0ms[0m
rabbitmq-3-1  | 2026-08-30 14:43:24.314130+00:00 [info] <0.3476.0> User 'atlas' authenticated successfully[0m
